,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
2284,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-10-01T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-09-30T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,WEST 215 STREET,,,MANHATTAN,Unspecified,2006-10-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3554923
2285,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-10-02T00:00:00.000,0 Unspecified,Street Condition,2006-10-01T00:00:00.000,WEST 59 STREET,C P EAST 60 APPROACH,Pothole,,N/A, GRAND ARMY PLAZA,,,,,,Unspecified,Unspecified,2006-10-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND ARMY PLAZA,3554947
2286,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-12T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-04T00:00:00.000,,,Pothole,,N/A,,,BEACH 84 STREET,ROCKAWAY FREEWAY,,,QUEENS,Unspecified,2006-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3581358
2287,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-03-21T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-20T00:00:00.000,,,Pothole,,N/A,,,120 AVENUE,VAN WYCK EXPRESSWAY,,,QUEENS,Unspecified,2006-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3592197
2288,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-11-23T00:00:00.000,06 MANHATTAN,Street Condition,2006-11-19T00:00:00.000,EAST 58 STREET,EAST 59 STREET,Pothole,,N/A, 3 AVENUE,10022,,,,,MANHATTAN,Unspecified,2006-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,3551265
2289,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-11-19T00:00:00.000,11 MANHATTAN,Street Condition,2006-11-18T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 125 STREET,10035,,,,,MANHATTAN,Unspecified,2006-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 125 STREET,3551272
2290,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-06-19T00:00:00.000,12 MANHATTAN,Street Condition,2006-06-19T00:00:00.000,BROADWAY,ST NICHOLAS AVENUE,Pothole,,N/A, WEST 164 STREET,10032,,,,,MANHATTAN,Unspecified,2006-06-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 164 STREET,3552247
2291,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,,11 MANHATTAN,Street Condition,2006-06-25T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Wear & Tear,,N/A, EAST 103 STREET,10029,,,,,MANHATTAN,Unspecified,2006-06-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,EAST 103 STREET,3551298
2292,ADDRESS,DOT,Department of Transportation,QUEENS,,,2006-01-25T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-20T00:00:00.000,164 AVENUE,165 AVENUE,Pothole,,N/A,164-24 POWER ROAD,,,,,,QUEENS,Unspecified,2006-01-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,POWER ROAD,3581614
2293,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-06-19T00:00:00.000,03 MANHATTAN,Street Condition,2006-06-18T00:00:00.000,CLINTON STREET,RUTGERS SLIP,Pothole,,N/A, SOUTH STREET,10002,,,,,MANHATTAN,Unspecified,2006-06-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SOUTH STREET,3552238
2294,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-06-21T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-19T00:00:00.000,,,Pothole,,N/A,,,WEST 79 STREET,12 AVENUE,,,MANHATTAN,Unspecified,2006-06-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3552240
2295,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-08-19T00:00:00.000,11 MANHATTAN,Street Condition,2006-08-16T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 107 STREET,10029,,,,,MANHATTAN,Unspecified,2006-08-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 107 STREET,3550464
2296,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-09-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-16T00:00:00.000,,,Pothole,,N/A,,,RIVERSIDE DRIVE,WEST 104 STREET,,,MANHATTAN,Unspecified,2006-09-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550477
2297,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-06-30T00:00:00.000,08 MANHATTAN,Street Condition,2006-06-28T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 81 STREET,10028,,,,,MANHATTAN,Unspecified,2006-06-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 81 STREET,3552489
2298,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-08-30T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-30T00:00:00.000,5 AVENUE,6 AVENUE,Pothole,,N/A, WEST 49 STREET,,,,,,MANHATTAN,Unspecified,2006-08-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 49 STREET,3547049
2299,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-03-29T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-03-24T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,ELLWOOD STREET,,,MANHATTAN,Unspecified,2006-03-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550662
2300,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-25T00:00:00.000,10 MANHATTAN,Street Condition,2006-03-24T00:00:00.000,7 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 133 STREET,10030,,,,,MANHATTAN,Unspecified,2006-03-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 133 STREET,3550666
2301,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-02-28T00:00:00.000,Unspecified QUEENS,Street Condition,2006-02-27T00:00:00.000,,,Pothole,,N/A,,,23 STREET,HOYT AVENUE,,,QUEENS,Unspecified,2006-02-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3581655
2302,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-09T00:00:00.000,03 MANHATTAN,Street Condition,2006-05-08T00:00:00.000,DELANCEY STREET,RIVINGTON STREET,Pothole,,N/A, ESSEX STREET,10002,,,,,MANHATTAN,Unspecified,2006-05-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ESSEX STREET,3550879
2303,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-08-23T00:00:00.000,12 MANHATTAN,Street Condition,2006-08-22T00:00:00.000,BROADWAY,FT WASHINGTON AVENUE,Pothole,,N/A, WEST 160 STREET,10032,,,,,MANHATTAN,Unspecified,2006-08-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 160 STREET,3552520
2304,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-03-22T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-03-21T00:00:00.000,,,Pothole,,N/A,,,10 AVENUE,11 AVENUE,,,MANHATTAN,Unspecified,2006-03-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550699
2305,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-24T00:00:00.000,05 MANHATTAN,Street Condition,2006-07-23T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE SOUTH,Pothole,,N/A, EAST 30 STREET,10016,,,,,MANHATTAN,Unspecified,2006-07-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 30 STREET,3547135
2306,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-08-31T00:00:00.000,05 MANHATTAN,Street Condition,2006-08-30T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 49 STREET,10017,,,,,MANHATTAN,Unspecified,2006-08-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 49 STREET,3547039
2307,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-10-26T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-10-25T00:00:00.000,PIKE STREET,PIKE STREET,Pothole,,N/A, EAST BROADWAY,,,,,,MANHATTAN,Unspecified,2006-10-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST BROADWAY,3550745
2308,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-10-31T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-10-26T00:00:00.000,,,Pothole,,N/A,,,SOUTH ST,PIKE SLIP,,,MANHATTAN,Unspecified,2006-10-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550746
2309,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-09-28T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-09-28T00:00:00.000,,,Pothole,,N/A,,,MORNINGSIDE AVENUE,WEST 125 STREET,,,MANHATTAN,Unspecified,2006-09-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3553912
2310,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-08T00:00:00.000,11 MANHATTAN,Street Condition,2006-03-07T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 116 STREET,10029,,,,,MANHATTAN,Unspecified,2006-03-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 116 STREET,3546147
2311,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-08-27T00:00:00.000,07 MANHATTAN,Street Condition,2006-08-26T00:00:00.000,BROADWAY,WEST END AVENUE,Pothole,,N/A, WEST 103 STREET,10025,,,,,MANHATTAN,Unspecified,2006-08-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 103 STREET,3549017
2312,INTERSECTION,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2006-07-01T00:00:00.000,,,Pothole,,N/A,,,ALDERTON STREET,CROMWELL CRESCENT,,,QUEENS,Unspecified,2006-07-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3595265
2313,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-08-31T00:00:00.000,05 MANHATTAN,Street Condition,2006-08-30T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 51 STREET,10022,,,,,MANHATTAN,Unspecified,2006-08-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 51 STREET,3547052
2314,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-11-06T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-11-01T00:00:00.000,,,Pothole,,N/A,,,CARDINAL HAYES PLACE,PEARL STREET,,,MANHATTAN,Unspecified,2006-11-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3552955
2315,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-11-12T00:00:00.000,05 MANHATTAN,Street Condition,2006-11-08T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 49 STREET,10017,,,,,MANHATTAN,Unspecified,2006-11-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 49 STREET,3550803
2316,ADDRESS,DOT,Department of Transportation,QUEENS,,,2006-01-26T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-25T00:00:00.000,164 AVENUE,165 AVENUE,Pothole,,N/A,164-24 POWER ROAD,,,,,,QUEENS,Unspecified,2006-01-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,POWER ROAD,3574148
2317,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-08-30T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-30T00:00:00.000,5 AVENUE,6 AVENUE,Pothole,,N/A, WEST 50 STREET,,,,,,MANHATTAN,Unspecified,2006-08-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 50 STREET,3547060
2318,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-11-14T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-11-10T00:00:00.000,,,Pothole,,N/A,,,WEST 125 STREET,JOE DIMAGGIO HIGHWAY,,,MANHATTAN,Unspecified,2006-11-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550811
2319,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-11-19T00:00:00.000,08 MANHATTAN,Street Condition,2006-11-18T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 76 STREET,10075,,,,,MANHATTAN,Unspecified,2006-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 76 STREET,3550817
2320,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-10-22T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-10-22T00:00:00.000,,,Pothole,,N/A,,,12 AVENUE,WEST 57 STREET,,,MANHATTAN,Unspecified,2006-10-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3551754
2321,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-09-29T00:00:00.000,07 MANHATTAN,Street Condition,2006-09-28T00:00:00.000,BROADWAY,WEST END AVENUE,Pothole,,N/A, WEST 90 STREET,10024,,,,,MANHATTAN,Unspecified,2006-09-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 90 STREET,3553913
2322,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-09-06T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-09-05T00:00:00.000,,,Pothole,,N/A,,,BOWERY,BROOME STREET,,,MANHATTAN,Unspecified,2006-09-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3547089
2323,ADDRESS,DOT,Department of Transportation,MANHATTAN,,,2006-06-22T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-21T00:00:00.000,WEST 134 STREET,WEST 135 STREET,Pothole,,N/A,3333 BROADWAY,,,,,,MANHATTAN,Unspecified,2006-06-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROADWAY,3550065
2324,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-04-01T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-03-31T00:00:00.000,,,Pothole,,N/A,,,DELANCEY STREET,RIDGE STREET,,,MANHATTAN,Unspecified,2006-04-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3551881
2325,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-05-08T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-07T00:00:00.000,,,Pothole,,N/A,,,R F WAGNER SR PLACE,SOUTH STREET,,,MANHATTAN,Unspecified,2006-05-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550874
2326,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-05-16T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-09T00:00:00.000,AMSTERDAM AVENUE,MC KENNA SQUARE,Pothole,,N/A, WEST 165 STREET,,,,,,MANHATTAN,Unspecified,2006-05-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 165 STREET,3550897
2327,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-05-09T00:00:00.000,0 Unspecified,Street Condition,2006-05-09T00:00:00.000,7 AVENUE,BROADWAY,Pothole,,N/A, WEST 46 STREET,,,,,,Unspecified,Unspecified,2006-05-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 46 STREET,3550902
2328,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-05-12T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-10T00:00:00.000,2 AVENUE,QNS MDTWN TUNNEL ENTRANCE,Pothole,,N/A, EAST 34 STREET,,,,,,MANHATTAN,Unspecified,2006-05-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 34 STREET,3550904
2329,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-30T00:00:00.000,08 MANHATTAN,Street Condition,2006-07-25T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 84 STREET,10028,,,,,MANHATTAN,Unspecified,2006-07-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 84 STREET,3547147
2330,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-05T00:00:00.000,70 AVENUE,YELLOWSTONE BOULEVARD,Pothole,,N/A, QUEENS BOULEVARD,,,,,,QUEENS,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,3573359
2331,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-05T00:00:00.000,,,Pothole,,N/A,,,69 ROAD,QUEENS BOULEVARD,,,QUEENS,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3573370
2332,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-05T00:00:00.000,,,Pothole,,N/A,,,DARTMOUTH STREET,THORNTON PLACE,,,QUEENS,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3573371
2333,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-01-09T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-08T00:00:00.000,146 STREET,MAIN STREET,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,,QUEENS,Unspecified,2006-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,3573393
2334,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-01-09T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-08T00:00:00.000,164 STREET,167 STREET,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,,QUEENS,Unspecified,2006-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,3573394
2335,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-08T00:00:00.000,08 MANHATTAN,Street Condition,2006-05-08T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 72 STREET,10021,,,,,MANHATTAN,Unspecified,2006-05-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 72 STREET,3550059
2336,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-09-20T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-09-18T00:00:00.000,,,Pothole,,N/A,,,RIVERSIDE DRIVE,WEST 181 STREET,,,MANHATTAN,Unspecified,2006-09-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3548105
2337,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,,07 MANHATTAN,Street Condition,2006-07-20T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Pothole,,N/A, WEST 68 STREET,10023,,,,,MANHATTAN,Unspecified,2006-07-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,WEST 68 STREET,3549114
2338,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-01-18T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-12T00:00:00.000,MAIN STREET,HOR HARDING EXPRESSWAY EXIT WB,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,,QUEENS,Unspecified,2006-01-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,3573446
2339,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-09-12T00:00:00.000,08 MANHATTAN,Street Condition,2006-09-11T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 84 STREET,10028,,,,,MANHATTAN,Unspecified,2006-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 84 STREET,3549137
